"","gender","age","class","embarked","country","fare","sibsp","parch","survived","ageD","status","family"
"1826","male",31,"victualling crew","B","England",NA,NA,NA,"yes","30-39","0",NA
"1827","male",28,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1828","male",53,"victualling crew","B","England",NA,NA,NA,"no","50-59","0",NA
"1829","male",25,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1830","male",38,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1831","male",23,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1832","male",38,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1833","male",47,"deck crew","S","Ireland",NA,NA,NA,"yes","40-49","0",NA
"1834","male",38,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1835","male",36,"victualling crew","B","Scotland",NA,NA,NA,"no","30-39","0",NA
"1836","male",37,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1837","male",29,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1838","male",34,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1839","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1840","male",36,"deck crew","S","Ireland",NA,NA,NA,"yes","30-39","0",NA
"1841","male",17,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1842","male",38,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1843","male",21,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1844","male",30,"victualling crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"1845","female",40,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1846","male",23,"victualling crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"1847","male",21,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1848","male",36,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1849","male",44,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1850","male",26,"engineering crew","B","Northern Ireland",NA,NA,NA,"no","20-29","0",NA
"1851","male",32,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1852","male",22,"engineering crew","B","Northern Ireland",NA,NA,NA,"no","20-29","0",NA
"1853","male",34,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1854","male",27,"engineering crew","B","Ireland",NA,NA,NA,"no","20-29","0",NA
"1855","male",28,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1856","male",28,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1857","male",26,"engineering crew","B","Scotland",NA,NA,NA,"no","20-29","0",NA
"1858","male",32,"engineering crew","B","Northern Ireland",NA,NA,NA,"no","30-39","0",NA
"1859","male",51,"victualling crew","S","England",NA,NA,NA,"yes","50-59","0",NA
"1860","male",46,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1861","male",53,"victualling crew","B","Lebanon",NA,NA,NA,"no","50-59","0",NA
"1862","male",19,"engineering crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1863","male",20,"restaurant staff","S","Spain",NA,NA,NA,"no","10-19","0",NA
"1864","male",23,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1865","male",24,"deck crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1866","male",39,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1867","male",32,"deck crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1868","male",29,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1869","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1870","male",44,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1871","male",42,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1872","male",27,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1873","male",26,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1874","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1875","male",28,"victualling crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"1876","male",23,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1877","male",36,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1878","male",24,"engineering crew","B","Scotland",NA,NA,NA,"no","20-29","0",NA
"1879","male",37,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1880","male",20,"victualling crew","S","Scotland",NA,NA,NA,"no","10-19","0",NA
"1881","male",39,"deck crew","B","Scotland",NA,NA,NA,"no","30-39","0",NA
"1882","male",42,"restaurant staff","S","Italy",NA,NA,NA,"no","40-49","0",NA
"1883","male",26,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1884","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1885","male",33,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1886","male",39,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1887","male",48,"deck crew","B","Australia",NA,NA,NA,"no","40-49","0",NA
"1888","male",46,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1889","male",35,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1890","male",30,"engineering crew","S","Scotland",NA,NA,NA,"no","20-29","0",NA
"1891","male",42,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1892","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1893","male",21,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1894","male",30,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1895","male",30,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1896","male",29,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1897","male",44,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1898","male",31,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1899","male",27,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1900","male",32,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1901","male",27,"deck crew","B","Channel Islands",NA,NA,NA,"yes","20-29","0",NA
"1902","male",63,"deck crew","B","England",NA,NA,NA,"no","60-69","0",NA
"1903","male",31,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1904","male",39,"victualling crew","S","Scotland",NA,NA,NA,"no","30-39","0",NA
"1905","male",32,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1906","male",27,"deck crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1907","male",36,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1908","male",43,"victualling crew","S","Wales",NA,NA,NA,"no","40-49","0",NA
"1909","male",17,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1910","male",19,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1911","male",32,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1912","male",32,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1913","male",29,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1914","male",29,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1915","male",45,"engineering crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1916","male",37,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1917","male",27,"engineering crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1918","male",18,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1919","male",45,"deck crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"1920","male",24,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1921","male",28,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1922","male",25,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1923","male",21,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1924","male",39,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1925","male",34,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1926","male",31,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1927","male",49,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1928","male",20,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1929","male",17,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1930","male",22,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1931","male",37,"deck crew","B","England",NA,NA,NA,"yes","30-39","0",NA
"1932","male",20,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1933","male",48,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1934","male",32,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1935","male",19,"engineering crew","S","England",NA,NA,NA,"yes","10-19","0",NA
"1936","male",23,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1937","male",26,"deck crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1938","male",25,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1939","male",30,"victualling crew","S","Germany",NA,NA,NA,"yes","20-29","0",NA
"1940","male",23,"victualling crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"1941","male",27,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1942","male",25,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1943","male",35,"restaurant staff","S","England",NA,NA,NA,"no","30-39","0",NA
"1944","male",17,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1945","male",33,"restaurant staff","S","England",NA,NA,NA,"no","30-39","0",NA
"1946","male",25,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1947","male",34,"deck crew","B","England",NA,NA,NA,"yes","30-39","0",NA
"1948","male",18,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1949","male",24,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1950","male",28,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1951","male",33,"deck crew","S","Channel Islands",NA,NA,NA,"yes","30-39","0",NA
"1952","male",33,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1953","male",36,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1954","male",34,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1955","male",22,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1956","male",30,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1957","male",23,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1958","male",20,"engineering crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1959","male",17,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1960","female",36,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1961","male",23,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1962","male",24,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1963","male",21,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1964","male",46,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1965","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1966","male",23,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1967","male",20,"victualling crew","S","England",NA,NA,NA,"yes","10-19","0",NA
"1968","male",31,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1969","male",22,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1970","male",44,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1971","male",29,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1972","male",29,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1973","male",50,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1974","male",38,"victualling crew","B","Channel Islands",NA,NA,NA,"no","30-39","0",NA
"1975","male",21,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1976","male",32,"victualling crew","B","England",NA,NA,NA,"yes","30-39","0",NA
"1977","male",20,"engineering crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1978","male",55,"victualling crew","S","England",NA,NA,NA,"no","50-59","0",NA
"1979","male",34,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1980","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1981","male",31,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1982","male",22,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1983","male",32,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1984","male",25,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1985","male",19,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1986","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1987","male",36,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1988","male",22,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1989","male",30,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1990","male",22,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1991","male",29,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1992","male",19,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1993","male",37,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1994","male",40,"victualling crew","B","Wales",NA,NA,NA,"no","30-39","0",NA
"1995","male",35,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1996","female",41,"victualling crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"1997","male",30,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1998","female",41,"victualling crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"1999","male",31,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2000","male",27,"victualling crew","S","Ireland",NA,NA,NA,"no","20-29","0",NA
"2001","male",36,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2002","male",23,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"2003","male",26,"engineering crew","B","England",NA,NA,NA,"no","20-29","0",NA
"2004","male",49,"restaurant staff","S","England",NA,NA,NA,"no","40-49","0",NA
"2005","male",31,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"2006","male",32,"deck crew","B","England",NA,NA,NA,"yes","30-39","0",NA
"2007","male",24,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2008","male",58,"victualling crew","B","England",NA,NA,NA,"yes","50-59","0",NA
"2009","male",17,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"2010","male",27,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2011","male",28,"victualling crew","S","Channel Islands",NA,NA,NA,"no","20-29","0",NA
"2012","male",33,"victualling crew","S","Canada",NA,NA,NA,"yes","30-39","0",NA
"2013","male",24,"restaurant staff","S","Italy",NA,NA,NA,"no","20-29","0",NA
"2014","male",25,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"2015","male",47,"victualling crew","S","Wales",NA,NA,NA,"no","40-49","0",NA
"2016","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2017","male",24,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"2018","male",26,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2019","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2020","male",23,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2021","male",23,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2022","male",23,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2023","male",31,"deck crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2024","male",33,"deck crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2025","male",42,"restaurant staff","S","Italy",NA,NA,NA,"no","40-49","0",NA
"2026","male",41,"engineering crew","S","Northern Ireland",NA,NA,NA,"no","40-49","0",NA
"2027","male",28,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2028","male",20,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"2029","male",55,"victualling crew","S","England",NA,NA,NA,"no","50-59","0",NA
"2030","male",25,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2031","male",24,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2032","male",40,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2033","male",31,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2034","male",24,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"2035","male",25,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2036","male",42,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"2037","male",40,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"2038","male",32,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2039","male",20,"engineering crew","S","England",NA,NA,NA,"yes","10-19","0",NA
"2040","male",32,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2041","male",25,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2042","male",19,"engineering crew","S","England",NA,NA,NA,"no","10-19","0",NA
"2043","male",29,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"2044","male",31,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2045","male",24,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2046","male",37,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2047","male",37,"deck crew","S","Northern Ireland",NA,NA,NA,"no","30-39","0",NA
"2048","male",23,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2049","male",23,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2050","male",41,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"2051","male",33,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2052","male",36,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"2053","female",28,"victualling crew","S","Northern Ireland",NA,NA,NA,"yes","20-29","0",NA
"2054","male",31,"engineering crew","B","England",NA,NA,NA,"no","30-39","0",NA
"2055","female",30,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2056","male",40,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2057","male",29,"victualling crew","B","Scotland",NA,NA,NA,"no","20-29","0",NA
"2058","male",62,"deck crew","S","England",NA,NA,NA,"no","60-69","0",NA
"2059","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2060","female",45,"victualling crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"2061","male",40,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2062","male",38,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2063","male",27,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2064","male",20,"victualling crew","B","England",NA,NA,NA,"no","10-19","0",NA
"2065","male",39,"engineering crew","B","Scotland",NA,NA,NA,"no","30-39","0",NA
"2066","male",24,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2067","male",35,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2068","male",33,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2069","male",26,"deck crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2070","female",22,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2071","male",41,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"2072","male",26,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2073","male",21,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2074","male",36,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2075","male",38,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2076","male",31,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2077","female",47,"victualling crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"2078","male",36,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"2079","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2080","male",28,"victualling crew","B","Scotland",NA,NA,NA,"yes","20-29","0",NA
"2081","male",20,"engineering crew","S","England",NA,NA,NA,"no","10-19","0",NA
"2082","male",33,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2083","male",29,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2084","male",25,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2085","male",19,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"2086","male",35,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2087","male",34,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"2088","male",31,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"2089","male",28,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2090","male",25,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2091","male",48,"victualling crew","B","Northern Ireland",NA,NA,NA,"no","40-49","0",NA
"2092","male",45,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"2093","male",24,"deck crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2094","male",20,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"2095","male",24,"deck crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2096","male",22,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2097","male",40,"deck crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2098","male",24,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2099","male",42,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"2100","male",49,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"2101","male",19,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"2102","male",28,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2103","male",32,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2104","male",19,"deck crew","S","England",NA,NA,NA,"no","10-19","0",NA
"2105","male",27,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2106","male",23,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"2107","male",35,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2108","male",17,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"2109","male",46,"victualling crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"2110","male",23,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2111","male",30,"victualling crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"2112","male",24,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2113","male",25,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"2114","male",35,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2115","male",39,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2116","male",25,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2117","male",44,"engineering crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"2118","male",25,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"2119","male",27,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"2120","male",31,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2121","male",29,"victualling crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"2122","male",28,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2123","male",30,"victualling crew","S","Scotland",NA,NA,NA,"no","20-29","0",NA
"2124","male",32,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2125","male",39,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2126","male",37,"engineering crew","B","Ireland",NA,NA,NA,"no","30-39","0",NA
"2127","male",42,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"2128","male",28,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"2129","male",17,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"2130","male",20,"restaurant staff","S","Italy",NA,NA,NA,"no","10-19","0",NA
"2131","male",35,"restaurant staff","S","England",NA,NA,NA,"no","30-39","0",NA
"2132","male",38,"engineering crew","S","Netherlands",NA,NA,NA,"no","30-39","0",NA
"2133","male",36,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2134","male",38,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2135","male",33,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2136","male",34,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2137","male",21,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"2138","male",32,"deck crew","S","Channel Islands",NA,NA,NA,"yes","30-39","0",NA
"2139","male",19,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"2140","male",18,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"2141","male",25,"restaurant staff","S","Italy",NA,NA,NA,"no","20-29","0",NA
"2142","male",35,"restaurant staff","S","England",NA,NA,NA,"no","30-39","0",NA
"2143","male",37,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2144","female",36,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2145","male",48,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"2146","female",32,"victualling crew","S","Ireland",NA,NA,NA,"no","30-39","0",NA
"2147","male",23,"engineering crew","B","England",NA,NA,NA,"no","20-29","0",NA
"2148","male",34,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"2149","male",31,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2150","male",40,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"2151","male",37,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"2152","male",40,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2153","male",37,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"2154","male",26,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2155","male",26,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2156","male",15,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"2157","male",27,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2158","male",25,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"2159","male",31,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"2160","male",50,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"2161","male",28,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2162","male",52,"victualling crew","S","United States",NA,NA,NA,"yes","50-59","0",NA
"2163","male",21,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"2164","male",30,"deck crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"2165","male",30,"victualling crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"2166","male",29,"victualling crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"2167","male",18,"victualling crew","S","England",NA,NA,NA,"yes","10-19","0",NA
